"length"	"gene_num"	"phyla"	"in_num"	"out_num"	"quality"	"mro"	"mip"
"QueTC_2022_B-G-01__bin.21"	3500463	3633	"p__Bacillota"	218	36	86.44	0.460896991901646	2.73913043478261
"QueTC_2022_B-G-01__bin.24"	2249724	2175	"p__Bacillota"	157	30	79.36	0.546092880770853	1.84042715484363
"QueTC_2022_B-G-01__bin.25"	4085345	4315	"p__Bacillota"	222	38	71.64	0.491352598103191	3.80991609458429
"QueTC_2022_B-G-01__bin.26"	1727422	2008	"p__Bacillota"	183	29	73.24	0.50827434460973	2.2742944317315
"QueTC_2022_B-G-01__bin.2"	2684363	2602	"p__Pseudomonadota"	178	42	87.31	0.453555066304113	3.5304347826087
"QueTC_2022_B-G-01__bin.3"	3720754	4104	"p__Bacillota"	214	35	71.4	0.455529500880723	2.71456903127384
"QueTC_2022_B-G-01__bin.4"	2836058	2566	"p__Bacteroidota"	152	31	85.45	0.460086432486505	3.28512585812357
"QueTC_2022_B-G-01__bin.5"	3042918	2780	"p__Bacteroidota"	150	29	90.88	0.45462663218436	2.2976353928299
"QueTC_2022_B-G-01__bin.6"	3771103	3602	"p__Pseudomonadota"	199	41	69.46	0.449379147195537	2.79893211289092
"QueTC_2022_B-G-01__bin.7"	3286970	3501	"p__Pseudomonadota"	201	45	62.24	0.427276856163741	3.78276125095347
"QueTC_2022_B-G-01__bin.8"	4149855	3959	"p__Pseudomonadota"	221	34	88.16	0.442596729874657	3.03447749809306
"QueTC_2022_B-G-01__bin.9"	2944099	2801	"p__Actinomycetota"	198	30	94.61	0.498879626876111	2.22440884820748
"QueTC_2022_B-G-02__bin.105"	940783	874	"p__Bacillota_A"	64	19	98.71	0.472664694337927	1.91380625476735
"QueTC_2022_B-G-02__bin.111"	1546524	1384	"p__Bacillota_A"	77	15	96.64	0.542142161594697	1.13287566742944
"QueTC_2022_B-G-02__bin.114"	1343934	1221	"p__Bacillota_A"	118	24	94.04	0.593274848788186	2.3023646071701
"QueTC_2022_B-G-02__bin.117"	622254	667	"p__Bacillota"	58	8	70.86	0.457168996188067	1.01281464530892
"QueTC_2022_B-G-02__bin.20"	1040526	928	"p__Bacillota_A"	58	11	95.86	0.48244027405891	0.684515636918383
"QueTC_2022_B-G-02__bin.37"	1491413	1320	"p__Bacillota_A"	117	20	91.84	0.591436689954079	0.891075514874142
"QueTC_2022_B-G-02__bin.39"	1837165	1654	"p__Bacillota_A"	124	16	95.91	0.57495996922076	1.34645308924485
"QueTC_2022_B-G-02__bin.44"	877091	773	"p__Bacillota_A"	65	18	91.94	0.47081317781478	1.27765064836003
"QueTC_2022_B-G-02__bin.5"	1987895	1942	"p__Bacillota_A"	107	13	82.92	0.561144139353325	0.718077803203661
"QueTC_2022_B-G-02__bin.63"	1031492	916	"p__Bacillota_A"	60	16	67.12	0.416987429311723	0.632494279176201
"QueTC_2022_B-G-02__bin.68"	921685	1010	"p__Bacillota_A"	64	14	69.75	0.486629481037147	0.245003813882532
"QueTC_2022_B-G-02__bin.79"	1104744	913	"p__Bacillota_A"	63	15	92.67	0.502570817526756	2.19450800915332
"QueTC_2022_B-G-02__bin.85"	668393	610	"p__Bacillota_A"	51	11	55.69	0.422063989834805	0.859649122807018
"QueTC_2022_B-G-02__bin.87"	995066	933	"p__Bacillota_A"	55	11	72.19	0.471018374295556	0.36048817696415
"QueTC_2022_B-G-03__bin.20"	814627	770	"p__Bacillota_A"	66	15	71.85	0.495073545354686	2.25247902364607
"QueTC_2022_B-G-03__bin.6"	1465331	1293	"p__Bacillota_A"	102	17	97.64	0.579438651625821	2.07261632341724
"QueTC_2022_B-G-04__bin.27"	1482904	1487	"p__Bacillota_A"	107	12	75.77	0.564008620542335	0.887261632341724
"QueTC_2022_B-G-04__bin.5"	1617599	1520	"p__Bacillota"	100	14	79.21	0.540916971923356	1.55240274599542
"QueTC_2022_B-G-05__bin.11"	1446495	1231	"p__Bacillota_A"	119	18	93.35	0.596173960684329	2.09549961861175
"QueTC_2022_B-G-05__bin.30"	1494357	1523	"p__Cyanobacteriota"	133	32	67.45	0.517018681375235	2.75560640732265
"QueTC_2022_B-G-05__bin.31"	1120108	954	"p__Bacillota_A"	59	14	85.8	0.444725077979577	0.540350877192982
"QueTC_2022_B-G-05__bin.34"	1504313	1343	"p__Bacillota_A"	110	17	94.53	0.569600942825998	2.38474446987033
"QueTC_2022_B-G-05__bin.44"	1656108	1569	"p__Thermoplasmatota"	55	13	92.18	0.426920122836231	1.40030511060259
"QueTC_2022_B-G-05__bin.53"	1906945	1892	"p__Pseudomonadota"	117	31	86.3	0.482017352208752	2.72433257055683
"QueTC_2022_B-G-05__bin.58"	952370	841	"p__Bacillota_A"	65	21	89.99	0.479102525625672	0.4279176201373
"QueTC_2022_B-G-05__bin.64"	1248897	1168	"p__Bacillota_A"	96	19	96.87	0.551898182944313	1.8651411136537
"QueTC_2022_B-G-05__bin.67"	831992	866	"p__Bacillota_A"	60	19	84.65	0.459849374766926	1.78855835240275
"QueTC_2022_B-G-05__bin.68"	1591997	1595	"p__Bacillota_A"	113	16	75.43	0.598956532296374	1.22623951182304
"QueTC_2022_B-G-05__bin.83"	935235	860	"p__Bacillota_A"	68	13	94.86	0.482928287132509	0.977116704805492
"QueTC_2022_B-G-05__bin.86"	1485078	1362	"p__Bacillota_A"	125	15	82.46	0.588948495206443	1.76170861937452
"QueTC_2022_B-G-05__bin.91"	979262	902	"p__Bacillota_A"	72	17	87.86	0.53164524007064	2.32936689549962
"QueTC_2022_B-G-06__bin.12"	1001880	1097	"p__Bacillota_A"	69	15	63.67	0.483641047699677	0.930282227307399
"QueTC_2022_B-G-06__bin.2"	1375952	1250	"p__Bacillota_A"	96	13	96.76	0.591691373415373	0.370861937452326
"QueTC_2022_B-G-06__bin.34"	1413232	1503	"p__Bacillota"	85	16	76.63	0.522361004189392	0.596948893974066
"QueTC_2022_B-G-06__bin.38"	926697	899	"p__Verrucomicrobiota"	74	18	97.57	0.50524199439753	1.57498093058734
"QueTC_2022_B-G-06__bin.50"	1486042	1478	"p__Cyanobacteriota"	121	18	73.44	0.490252823919066	1.93516399694889
"QueTC_2022_B-G-06__bin.79"	1960679	2100	"p__Thermoplasmatota"	66	19	68.89	0.432485546839895	2.51517925247902
"QueTC_2022_B-G-07__bin.14"	1867825	1664	"p__Bacillota_A"	112	15	93.74	0.584411579477909	1.28024408848207
"QueTC_2022_B-G-07__bin.16"	2914949	2418	"p__Bacteroidota"	138	30	97.03	0.495949776839595	1.81525553012967
"QueTC_2022_B-G-07__bin.18"	3014367	2846	"p__Spirochaetota"	121	22	97.17	0.580320519722788	2.38688024408848
"QueTC_2022_B-G-07__bin.21"	2256262	1807	"p__Verrucomicrobiota"	100	22	93.51	0.569817811847634	2.04805491990847
"QueTC_2022_B-G-07__bin.22"	1625780	1486	"p__Bacillota_A"	125	20	81.09	0.617397339942595	1.4837528604119
"QueTC_2022_B-G-07__bin.2"	1999862	1899	"p__Bacillota_A"	156	25	86.58	0.594739098714572	2.06437833714722
"QueTC_2022_B-G-07__bin.31"	2113997	1583	"p__Bacillota_A"	99	16	89.64	0.579170762489366	1.94843630816171
"QueTC_2022_B-G-07__bin.36"	1448609	1407	"p__Cyanobacteriota"	117	25	77.21	0.53658546098874	1.39099923722349
"QueTC_2022_B-G-07__bin.37"	2281823	2158	"p__Bacillota_A"	122	14	92.93	0.60369632662094	1.16323417238749
"QueTC_2022_B-G-07__bin.39"	1490848	1418	"p__Bacillota"	91	18	89.47	0.542504899059063	1.59618611746758
"QueTC_2022_B-G-07__bin.42"	1469386	1302	"p__Bacillota_A"	96	12	99.29	0.574801678008417	0.981693363844394
"QueTC_2022_B-G-07__bin.43"	1821882	1924	"p__Bacillota_A"	128	14	74.59	0.599127328827151	1.27765064836003
"QueTC_2022_B-G-07__bin.49"	3498896	3251	"p__Bacillota_A"	135	17	91.89	0.564950333828394	1.39313501144165
"QueTC_2022_B-G-07__bin.50"	874675	831	"p__Bacillota_A"	54	10	73.91	0.464915215768898	0.869107551487414
"QueTC_2022_B-G-07__bin.52"	1535906	1365	"p__Bacillota_A"	101	13	85.58	0.562784333277325	1.33135011441648
"QueTC_2022_B-G-07__bin.70"	1467127	1231	"p__Bacillota_A"	90	17	92.15	0.549609221817064	2.59191456903127
"QueTC_2022_B-G-07__bin.72"	1149557	1157	"p__Bacillota_A"	87	10	69.01	0.517864671528045	1.70434782608696
"QueTC_2022_B-G-07__bin.7"	1614310	1532	"p__Bacillota_A"	49	13	82.36	0.418723638351237	0.451563691838291
"QueTC_2022_B-G-07__bin.88"	1155226	1001	"p__Bacillota_A"	57	16	85.3	0.48754168099772	0.86605644546148
"QueTC_2022_B-G-08__bin.11"	893526	768	"p__Bacillota_A"	78	26	65.65	0.490135099386397	1.68512585812357
"QueTC_2022_B-G-08__bin.12"	1312481	1324	"p__Bacillota_A"	98	23	90.85	0.563132259762862	1.32311212814645
"QueTC_2022_B-G-08__bin.22"	996069	924	"p__Bacillota_A"	49	12	66.43	0.420576591959698	0.537452326468345
"QueTC_2022_B-G-08__bin.24"	984321	1093	"p__Bacillota_A"	122	19	67.73	0.52842490009523	2.10327993897788
"QueTC_2022_B-G-08__bin.29"	1032878	992	"p__Bacillota_A"	85	14	64.6	0.514791164238708	1.09870327993898
"QueTC_2022_B-G-08__bin.46"	1328659	1120	"p__Bacillota_A"	66	17	84.57	0.467345014034995	1.53394355453852
"QueTC_2022_B-G-08__bin.47"	1954207	1972	"p__Thermoplasmatota"	74	16	96	0.441265153404545	0.983676582761251
"QueTC_2022_B-G-08__bin.5"	1712255	1653	"p__Cyanobacteriota"	127	26	92.23	0.526817807684899	1.74767353165522
"QueTC_2022_B-G-08__bin.60"	1035977	940	"p__Bacillota_A"	50	12	96.3	0.406830187436722	0.542181540808543
"QueTC_2022_B-G-08__bin.66"	931791	815	"p__Bacillota_A"	59	10	76.56	0.469716054064037	0.847749809305873
"QueTC_2022_B-G-08__bin.72"	1872580	1728	"p__Bacillota_A"	108	15	91.4	0.609622994425373	1.06147978642258
"QueTC_2022_B-G-08__bin.84"	1642672	1434	"p__Bacillota_A"	119	16	94.77	0.601421055621122	1.13745232646834
"QueTC_2022_H01__bin.21"	2157667	1892	"p__Verrucomicrobiota"	122	17	91.24	0.512980132945469	1.48207475209764
"QueTC_2022_H01__bin.25"	2582452	2163	"p__Bacteroidota"	108	25	94.71	0.520396849477689	2.31929824561404
"QueTC_2022_H01__bin.28"	2078269	1996	"p__Bacteroidota"	107	24	74.4	0.51597625032604	2.43874904652937
"QueTC_2022_H01__bin.32"	1993977	1673	"p__Bacillota_A"	118	15	94.06	0.613840881249196	1.39694889397407
"QueTC_2022_H01__bin.39"	1952930	1875	"p__Bacillota_C"	158	32	93.17	0.516088158783655	2.54538520213577
"QueTC_2022_H01__bin.40"	3157413	2395	"p__Bacteroidota"	110	31	97.95	0.525506268172828	4.74035087719298
"QueTC_2022_H01__bin.47"	4208114	3769	"p__Bacillota_A"	169	31	90.48	0.582787092384219	2.27246376811594
"QueTC_2022_H01__bin.55"	3959163	3232	"p__Bacteroidota"	130	30	91.29	0.532676723029233	2.60030511060259
"QueTC_2022_H01__bin.59"	1980848	1990	"p__Cyanobacteriota"	129	25	97.09	0.516587230255266	1.88314263920671
"QueTC_2022_H01__bin.60"	1918811	1814	"p__Verrucomicrobiota"	141	23	92.58	0.54325602751015	1.72936689549962
"QueTC_2022_H01__bin.9"	1557348	1595	"p__Pseudomonadota"	133	24	71.58	0.444707787425078	1.6140350877193
"QueTC_2022_H02__bin.11"	2532168	2036	"p__Bacteroidota"	90	17	87.02	0.470539897297571	2.5626239511823
"QueTC_2022_H02__bin.16"	2765685	2388	"p__Fibrobacterota"	108	25	99.82	0.531513320362005	1.51517925247902
"QueTC_2022_H02__bin.1"	1598776	1312	"p__Bacillota_A"	90	16	94.37	0.552438204624652	1.49702517162471
"QueTC_2022_H02__bin.20"	2270752	1989	"p__Pseudomonadota"	153	29	96.46	0.519126847547643	2.45873379099924
"QueTC_2022_H02__bin.21"	1637590	1588	"p__Thermoplasmatota"	61	20	94.33	0.409104647643193	1.93241800152555
"QueTC_2022_H02__bin.24"	2250186	2267	"p__Bacillota_A"	112	23	63.83	0.577152668883459	1.77833714721587
"QueTC_2022_H02__bin.29"	1601046	1379	"p__Bacillota_A"	121	21	93.85	0.592976025778618	1.572234935164
"QueTC_2022_H02__bin.30"	1891693	1653	"p__Bacillota_A"	108	13	96.48	0.566522992835564	0.606559877955759
"QueTC_2022_H02__bin.34"	2956031	2512	"p__Bacillota_A"	124	18	93.91	0.589526399593058	1.04713958810069
"QueTC_2022_H02__bin.41"	1738017	1761	"p__Campylobacterota"	120	29	98.53	0.51079657144785	2.12204424103738
"QueTC_2022_H02__bin.45"	1947984	1807	"p__Cyanobacteriota"	135	21	93.99	0.547687216053013	2.55423340961098
"QueTC_2022_H02__bin.50"	1835347	1760	"p__Bacteroidota"	98	19	91.03	0.511997831960351	1.36308161708619
"QueTC_2022_H02__bin.52"	1559624	1483	"p__Bacillota_A"	119	16	79.92	0.573222055617934	1.62715484363082
"QueTC_2022_H02__bin.56"	2769252	2245	"p__Bacteroidota"	136	31	99.66	0.545977646017891	1.65369946605645
"QueTC_2022_H02__bin.57"	1449897	1633	"p__Bacillota_A"	120	15	53.03	0.527597632526876	1.12448512585812
"QueTC_2022_H02__bin.59"	2551407	2148	"p__Bacteroidota"	114	28	90.85	0.523216731483119	2.24912280701754
"QueTC_2022_H02__bin.64"	2707780	2163	"p__Bacteroidota"	119	33	91.72	0.482638601845511	1.61205186880244
"QueTC_2022_H02__bin.65"	2735332	2743	"p__Bacillota_A"	123	16	92.17	0.62480013186251	0.976964149504195
"QueTC_2022_H02__bin.7"	2208832	1778	"p__Bacteroidota"	99	21	98.07	0.520330659098096	1.93897787948131
"QueTC_2022_H02__bin.9"	2210734	1982	"p__Bacillota_A"	133	20	96.81	0.602939217995809	1.09199084668192
"QueTC_2022_H03__bin.1"	1679242	1601	"p__Cyanobacteriota"	147	24	96.11	0.541338179027305	1.55514874141876
"QueTC_2022_H03__bin.20"	701389	665	"p__Pseudomonadota"	44	12	62.82	0.420871940996611	1.04836003051106
"QueTC_2022_H03__bin.21"	3315091	2673	"p__Bacteroidota"	122	36	98.62	0.50948027091599	2.14462242562929
"QueTC_2022_H03__bin.23"	1118335	963	"p__Bacillota_A"	58	11	85.53	0.481328284701423	0.405644546147979
"QueTC_2022_H03__bin.25"	1028784	1116	"p__Bacillota_A"	71	12	53.78	0.498673463864136	1.22852784134249
"QueTC_2022_H03__bin.27"	1025998	1063	"p__Bacillota_A"	68	13	79.2	0.490918213105731	1.47871853546911
"QueTC_2022_H03__bin.30"	1085754	1012	"p__Bacillota"	72	12	66.7	0.513122922308482	1.18977879481312
"QueTC_2022_H03__bin.32"	930920	855	"p__Bacillota_A"	65	15	75.06	0.463567190674054	0.694584286803966
"QueTC_2022_H03__bin.38"	2015858	2026	"p__Bacillota_A"	123	13	84.83	0.56442337910404	0.617391304347826
"QueTC_2022_H03__bin.43"	3560273	2811	"p__Bacteroidota"	100	19	95.74	0.485640191426059	1.46239511823036
"QueTC_2022_H03__bin.48"	2017417	2172	"p__Bacillota_A"	114	19	60.77	0.550384790534868	1.91121281464531
"QueTC_2022_H03__bin.50"	1495416	1516	"p__Pseudomonadota"	95	28	95.79	0.449939284439743	2.1115179252479
"QueTC_2022_H03__bin.52"	1278664	1112	"p__Bacillota_A"	64	17	98.29	0.482822164217403	1.91868802440885
"QueTC_2022_H03__bin.56"	1992195	2119	"p__Bacillota_A"	126	15	54.72	0.561444539974911	1.6839054157132
"QueTC_2022_H03__bin.67"	1106655	1195	"p__Pseudomonadota"	95	28	88.75	0.440411727232531	2.41815408085431
"QueTC_2022_H03__bin.69"	850178	808	"p__Bacillota_A"	55	13	90.26	0.465484129203933	1.45430968726163
"QueTC_2022_H03__bin.72"	1631531	1515	"p__Bacillota"	119	17	96.85	0.592567418680712	1.57284515636918
"QueTC_2022_H03__bin.74"	2083297	1783	"p__Verrucomicrobiota"	122	20	90.61	0.515251315123702	2.00961098398169
"QueTC_2022_H03__bin.75"	1743784	1781	"p__Cyanobacteriota"	125	22	87.47	0.517006007537239	1.81250953470633
"QueTC_2022_H03__bin.78"	1205986	1177	"p__Pseudomonadota"	103	20	99.8	0.461942475644414	1.89641495041953
"QueTC_2022_H03__bin.8"	1181938	1041	"p__Bacillota_A"	56	16	93.34	0.410602949474582	1.97833714721587
"QueTC_2022_H04__bin.20"	899682	872	"p__Bacillota"	89	13	51.33	0.563860555373341	1.80335621662853
"QueTC_2022_H04__bin.24"	891262	821	"p__Bacillota_A"	44	14	98.45	0.373305568185635	0.82974828375286
"QueTC_2022_H04__bin.30"	1425368	1305	"p__Bacillota_A"	111	16	92.98	0.575963041857574	1.27490465293669
"QueTC_2022_H04__bin.38"	1048377	1169	"p__Bacillota"	53	7	69.82	0.410554696076524	0.804424103737605
"QueTC_2022_H04__bin.42"	1698178	1673	"p__Cyanobacteriota"	121	22	94.11	0.521234450764216	1.87780320366133
"QueTC_2022_H04__bin.43"	1933379	1610	"p__Bacillota_A"	123	20	93.16	0.598786326335986	2.23600305110603
"QueTC_2022_H04__bin.46"	2489868	2022	"p__Bacteroidota"	117	28	95.47	0.492014874627383	1.56918382913806
"QueTC_2022_H04__bin.48"	2553394	2297	"p__Spirochaetota"	129	33	95.56	0.529466767097286	1.63798627002288
"QueTC_2022_H04__bin.49"	3152359	2979	"p__Bacillota_A"	150	25	96.65	0.612605766043807	1.14782608695652
"QueTC_2022_H04__bin.51"	2710760	2589	"p__Bacillota_A"	120	20	89.68	0.550318724089614	1.55972540045767
"QueTC_2022_H04__bin.55"	2386176	1945	"p__Bacteroidota"	106	37	99.31	0.556877628344663	2.75087719298246
"QueTC_2022_H05__bin.12"	1100069	1094	"p__Pseudomonadota"	99	23	99.22	0.452187011840355	2.21434019832189
"QueTC_2022_H05__bin.1"	1131616	1104	"p__Bacillota_A"	101	14	79.3	0.566865646934023	1.4790236460717
"QueTC_2022_H05__bin.29"	2626559	2270	"p__Bacillota_A"	126	17	92.89	0.583964677562534	1.13287566742944
"QueTC_2022_H05__bin.2"	1722788	1608	"p__Bacillota_A"	117	13	96.19	0.607122305338228	1.65186880244088
"QueTC_2022_H05__bin.37"	1816608	1940	"p__Bacillota_A"	130	15	68.22	0.581324106471879	1.57848970251716
"QueTC_2022_H05__bin.42"	1035421	884	"p__Bacillota_A"	61	15	91.98	0.475165774566109	0.254004576659039
"QueTC_2022_H05__bin.44"	1631603	1633	"p__Pseudomonadota"	101	23	98.04	0.45595593928251	1.95591151792525
"QueTC_2022_H05__bin.47"	1444968	1306	"p__Bacillota_A"	83	15	95.72	0.542354384983196	1.12372234935164
"QueTC_2022_H05__bin.50"	1942804	1949	"p__Bacillota"	73	17	90.46	0.559219582297694	0.910755148741419
"QueTC_2022_H05__bin.56"	2487265	2079	"p__Bacteroidota"	123	28	96.16	0.526621703637478	2.25644546147979
"QueTC_2022_H05__bin.5"	1407624	1255	"p__Bacillota_A"	98	8	77.66	0.559503945119718	0.887566742944317
"QueTC_2022_H05__bin.60"	1446182	1418	"p__Thermoplasmatota"	72	13	99.1	0.450996841841141	0.913806254767353
"QueTC_2022_H05__bin.67"	2013730	1683	"p__Bacillota_A"	117	18	93.45	0.570229978272575	1.66178489702517
"QueTC_2022_H05__bin.68"	1601467	1432	"p__Elusimicrobiota"	137	20	99.35	0.526939770132526	1.68192219679634
"QueTC_2022_H05__bin.69"	1430360	1249	"p__Bacillota_A"	103	13	86.03	0.589638473316614	0.994813119755911
"QueTC_2022_H05__bin.73"	2034140	1927	"p__Bacillota_A"	125	17	74.37	0.587835523219543	1.62852784134249
"QueTC_2022_H05__bin.77"	1466070	1375	"p__Elusimicrobiota"	138	28	96.27	0.521064261719299	1.42822273073989
"QueTC_2022_H05__bin.9"	1347494	1120	"p__Bacillota_A"	66	10	91.53	0.499183342522016	0.385354691075515
"QueTC_2022_H06__bin.18"	1621330	1638	"p__Cyanobacteriota"	134	25	83.3	0.505891561970922	1.85446224256293
"QueTC_2022_H06__bin.22"	1089760	1048	"p__Bacillota_A"	103	14	79.23	0.53644963372442	1.8836003051106
"QueTC_2022_H06__bin.39"	2912811	2598	"p__Spirochaetota"	117	14	96.92	0.599725302605214	0.759725400457666
"QueTC_2022_H06__bin.47"	2563951	2249	"p__Bacillota_A"	120	18	91.22	0.600244444388161	1.81983218916857
"QueTC_2022_H06__bin.5"	1540388	1404	"p__Bacillota"	95	15	97.12	0.566962372844044	1.34111365369947
"QueTC_2022_H06__bin.64"	959461	878	"p__Bacillota_A"	67	14	95.31	0.491360824779491	0.404424103737605
"QueTC_2022_H06__bin.6"	1696738	1638	"p__Cyanobacteriota"	123	23	99.15	0.518798791527499	2.14019832189169
"QueTC_2022_H07__bin.19"	772867	699	"p__Bacteroidota"	65	8	97.13	0.445542507888839	0.326926010678871
"QueTC_2022_H07__bin.35"	3087929	2540	"p__Verrucomicrobiota"	105	20	87.71	0.539606156009048	1.36155606407323
"QueTC_2022_H07__bin.39"	975902	1067	"p__Cyanobacteriota"	104	23	50.74	0.488041655500655	1.75453852021358
"QueTC_2022_H07__bin.3"	2425297	2026	"p__Bacteroidota"	94	19	99.55	0.516026965406245	1.40122044241037
"QueTC_2022_H07__bin.43"	2147337	2046	"p__Bacillota_A"	148	18	79.34	0.609829115127507	1.72265446224256
"QueTC_2022_H07__bin.48"	2397891	1908	"p__Bacteroidota"	78	26	82.26	0.456831831977944	2.8093058733791
"QueTC_2022_H07__bin.51"	2008895	1970	"p__Cyanobacteriota"	133	28	97.37	0.530399755563006	2.21800152555301
"QueTC_2022_H07__bin.53"	1959316	1825	"p__Bacillota_A"	112	12	96.53	0.581713935287795	1.81586575133486
"QueTC_2022_H07__bin.60"	1937557	1737	"p__Bacillota_A"	105	17	98.44	0.607184283771875	1.58062547673532
"QueTC_2022_H07__bin.68"	1705556	1519	"p__Bacillota_A"	107	18	97.43	0.590828916644393	1.0230358504958
"QueTC_2022_H07__bin.70"	1725188	1589	"p__Bacillota"	84	13	96.26	0.563282605523934	1.20701754385965
"QueTC_2022_H07__bin.71"	1243801	1200	"p__Bacillota_A"	95	15	95.21	0.586691064432905	0.944469870327994
"QueTC_2022_H07__bin.77"	1797599	2036	"p__Bacillota"	68	12	66.79	0.498684672657494	1.99572845156369
"QueTC_2022_H07__bin.7"	2448219	2452	"p__Bacillota_A"	106	16	87.11	0.546540132977048	1.17055682684973
"QueTC_2022_H07__bin.82"	2026784	1557	"p__Bacteroidota"	92	25	79.91	0.475877819022155	1.80594965675057
"QueTC_2022_H07__bin.86"	1783118	1627	"p__Bacillota_A"	102	14	91.18	0.58191391374214	0.631578947368421
"QueTC_2022_H07__bin.8"	1754901	1695	"p__Cyanobacteriota"	127	24	94.39	0.527654499253205	2.00152555301297
"QueTC_2022_H07__bin.93"	1688584	1599	"p__Bacteroidota"	79	22	56.03	0.477008830611351	2.77177726926011
"QueTC_2022_H08__bin.10"	2184597	1711	"p__Bacillota_A"	135	25	88.88	0.603965889073973	1.85202135774218
"QueTC_2022_H08__bin.16"	734946	784	"p__Pseudomonadota"	71	16	61.59	0.403192386491471	0.768573607932876
"QueTC_2022_H08__bin.17"	1308563	1066	"p__Bacillota_A"	67	19	88.32	0.477473686107054	1.44332570556827
"QueTC_2022_H08__bin.21"	1244971	1055	"p__Bacillota_A"	58	16	95.03	0.459752846491909	0.893211289092296
"QueTC_2022_H08__bin.24"	1689264	1664	"p__Bacillota_A"	97	14	82.14	0.595797401051534	1.62532418001526
"QueTC_2022_H08__bin.30"	1988026	1842	"p__Bacillota_A"	94	14	84.11	0.533226448561199	0.947520976353928
"QueTC_2022_H08__bin.34"	1683144	1497	"p__Bacillota"	112	17	97.88	0.553480744665424	1.53897787948131
"QueTC_2022_H08__bin.38"	1679240	1396	"p__Bacillota_A"	109	18	96.07	0.577144380695667	2.42547673531655
"QueTC_2022_H08__bin.49"	2357363	2424	"p__Bacillota_A"	103	15	86.79	0.581162422473699	1.57955758962624
"QueTC_2022_H08__bin.50"	1094398	900	"p__Bacillota_A"	59	14	95.68	0.462680350722713	0.548131197559115
"QueTC_2022_H08__bin.55"	2232797	1884	"p__Bacteroidota"	117	22	97.79	0.517631101687262	2.51533180778032
"QueTC_2022_H08__bin.57"	1762921	1773	"p__Thermoplasmatota"	61	14	91.98	0.432134860782491	1.31594202898551
"QueTC_2022_H08__bin.60"	1877782	1821	"p__Bacillota_A"	120	16	97.86	0.605127525893786	1.50922959572845
"QueTC_2022_H08__bin.62"	2109311	1785	"p__Bacteroidota"	84	15	99.58	0.464615231898907	1.63935926773455
"QueTC_2022_H08__bin.67"	963537	852	"p__Bacillota_A"	58	14	98.4	0.473752891392618	1.03615560640732
"QueTC_2022_H08__bin.6"	1938869	1551	"p__Bacillota_A"	95	16	95.3	0.556979642007523	1.55087719298246
"QueTC_2022_H08__bin.70"	2151568	1867	"p__Bacillota_A"	109	13	96.66	0.608743692539769	1.04363081617086
"QueTC_2022_H08__bin.74"	1607727	1478	"p__Bacillota_A"	104	15	97.52	0.588030163543927	1.41510297482838
"QueTC_2022_H08__bin.78"	1420484	1344	"p__Bacteroidota"	77	15	66.94	0.402277517585893	0.995881006864989
